"Tempo","Estação","LAT","LONG","Movimentação","Original_473","Original_269","Zero","Maçã-Verde","Tangerina","Citrus","Açaí-Guaraná","Pêssego","TARGET"
2018-2-2,Brigadeiro,-23.5683,-46.6482,47392,52,12,43,34,7,25,43,11,NORMAL
2018-2-3,Brigadeiro,-23.5683,-46.6482,47893,40,10,38,28,3,19,39,8,REABASTECER
2018-8-10,Brigadeiro,-23.5683,-46.6482,46290,20,56,18,30,26,26,14,20,NORMAL
2018-2-6,Brigadeiro,-23.5683,-46.6482,47590,10,61,18,23,34,8,27,37,REABASTECER
2018-8-15,Brigadeiro,-23.5683,-46.6482,46042,59,19,46,21,1,15,37,37,NORMAL
2018-3-1,Brigadeiro,-23.5683,-46.6482,46891,7,45,42,37,29,16,13,27,REABASTECER
2018-9-22,Brigadeiro,-23.5683,-46.6482,46827,52,52,54,26,12,33,17,22,NORMAL
2018-3-21,Brigadeiro,-23.5683,-46.6482,47905,86,44,14,35,20,32,23,40,NORMAL
2018-10-7,Brigadeiro,-23.5683,-46.6482,47032,78,38,23,43,32,15,41,8,NORMAL
2019-7-16,Brigadeiro,-23.5683,-46.6482,49039,51,29,28,23,34,43,37,21,NORMAL
2018-10-12,Brigadeiro,-23.5683,-46.6482,47694,25,13,55,25,9,38,20,33,NORMAL
2018-4-13,Brigadeiro,-23.5683,-46.6482,48630,45,39,51,6,6,11,17,21,REABASTECER
2018-5-9,Brigadeiro,-23.5683,-46.6482,48521,42,25,61,14,19,28,39,15,NORMAL
2018-5-15,Brigadeiro,-23.5683,-46.6482,49006,74,51,15,40,38,17,19,36,NORMAL
2018-11-26,Brigadeiro,-23.5683,-46.6482,46676,38,27,9,33,15,21,8,34,REABASTECER
2018-11-28,Brigadeiro,-23.5683,-46.6482,48189,19,15,55,22,10,17,43,29,NORMAL
2019-9-7,Brigadeiro,-23.5683,-46.6482,48254,64,65,12,43,29,14,18,33,NORMAL
2018-12-2,Brigadeiro,-23.5683,-46.6482,48319,64,54,33,18,34,6,27,13,REABASTECER
2018-6-9,Brigadeiro,-23.5683,-46.6482,48260,86,41,39,5,18,28,12,19,REABASTECER
2018-12-18,Brigadeiro,-23.5683,-46.6482,48577,86,10,48,18,9,33,43,41,NORMAL
2018-6-14,Brigadeiro,-23.5683,-46.6482,47662,29,10,65,39,40,18,39,39,NORMAL
2018-12-26,Brigadeiro,-23.5683,-46.6482,48393,10,31,59,36,23,11,14,7,NORMAL
2018-6-23,Brigadeiro,-23.5683,-46.6482,49015,27,24,65,16,4,33,34,10,NORMAL
2019-10-11,Brigadeiro,-23.5683,-46.6482,48991,74,65,41,13,35,37,13,30,NORMAL
2018-6-29,Brigadeiro,-23.5683,-46.6482,49579,58,49,27,32,25,20,10,32,NORMAL
2019-11-12,Brigadeiro,-23.5683,-46.6482,49902,39,65,5,18,7,31,22,24,REABASTECER
2019-11-16,Brigadeiro,-23.5683,-46.6482,49603,86,44,42,5,36,17,6,6,NORMAL
2018-8-9,Brigadeiro,-23.5683,-46.6482,49616,31,65,26,33,32,30,20,25,NORMAL
2018-8-14,Brigadeiro,-23.5683,-46.6482,48771,68,24,54,21,7,15,43,43,NORMAL
2019-12-11,Brigadeiro,-23.5683,-46.6482,49321,19,35,65,15,30,3,31,32,NORMAL
2018-8-30,Brigadeiro,-23.5683,-46.6482,47185,9,51,8,12,21,16,21,20,NORMAL
2018-9-12,Brigadeiro,-23.5683,-46.6482,49335,66,48,58,10,10,20,13,17,NORMAL
2018-9-21,Brigadeiro,-23.5683,-46.6482,49112,64,55,59,31,18,37,21,27,NORMAL
2018-1-10,Trianon-Masp,-23.5634,-46.6544,42820,86,7,59,10,7,20,43,8,REABASTECER
2018-9-26,Brigadeiro,-23.5683,-46.6482,48526,11,34,32,20,36,15,43,8,NORMAL
2018-10-4,Brigadeiro,-23.5683,-46.6482,47628,13,55,49,10,6,21,9,23,NORMAL
2018-1-24,Trianon-Masp,-23.5634,-46.6544,43563,34,45,38,8,39,16,22,37,NORMAL
2019-4-16,Brigadeiro,-23.5683,-46.6482,49602,55,54,13,37,17,28,10,43,NORMAL
2018-10-18,Brigadeiro,-23.5683,-46.6482,48113,55,47,17,5,31,21,36,7,REABASTECER
2019-5-1,Brigadeiro,-23.5683,-46.6482,46335,79,10,35,18,37,24,34,28,NORMAL
2019-5-7,Brigadeiro,-23.5683,-46.6482,46692,18,43,65,43,13,43,9,9,NORMAL
2019-5-13,Brigadeiro,-23.5683,-46.6482,48690,47,15,10,20,35,16,25,28,NORMAL
2019-5-30,Brigadeiro,-23.5683,-46.6482,46974,65,25,23,14,2,7,5,35,REABASTECER
2018-12-4,Brigadeiro,-23.5683,-46.6482,46601,41,42,20,12,28,38,22,6,REABASTECER
2018-12-10,Brigadeiro,-23.5683,-46.6482,48948,76,65,44,43,6,15,43,27,NORMAL
2018-4-3,Trianon-Masp,-23.5634,-46.6544,42048,59,65,15,30,37,30,13,4,REABASTECER
2018-12-17,Brigadeiro,-23.5683,-46.6482,47930,12,18,56,21,15,33,5,43,REABASTECER
2018-4-26,Trianon-Masp,-23.5634,-46.6544,42098,77,65,46,37,29,12,9,37,NORMAL
2018-5-2,Trianon-Masp,-23.5634,-46.6544,44745,17,31,7,22,43,41,33,10,REABASTECER
2019-1-10,Brigadeiro,-23.5683,-46.6482,46600,47,6,36,36,15,23,5,41,NORMAL
2019-1-13,Brigadeiro,-23.5683,-46.6482,48759,18,58,13,29,4,14,33,27,REABASTECER
2018-5-7,Trianon-Masp,-23.5634,-46.6544,42305,52,65,37,15,22,26,13,32,NORMAL
2019-7-28,Brigadeiro,-23.5683,-46.6482,45993,23,20,8,35,30,15,29,18,NORMAL
2019-1-16,Brigadeiro,-23.5683,-46.6482,49308,74,35,56,23,37,6,24,16,NORMAL
2019-8-10,Brigadeiro,-23.5683,-46.6482,48295,76,15,61,43,16,9,24,16,NORMAL
2019-2-5,Brigadeiro,-23.5683,-46.6482,46147,56,8,46,36,8,5,34,29,NORMAL
2019-8-23,Brigadeiro,-23.5683,-46.6482,48379,31,11,43,15,43,16,24,43,NORMAL
2018-6-23,Trianon-Masp,-23.5634,-46.6544,42549,37,40,50,35,41,13,19,33,NORMAL
2018-6-24,Trianon-Masp,-23.5634,-46.6544,42071,30,31,43,30,39,11,14,31,NORMAL
2019-9-25,Brigadeiro,-23.5683,-46.6482,48266,75,26,25,23,7,4,32,8,NORMAL
2019-3-12,Brigadeiro,-23.5683,-46.6482,48076,33,56,38,14,30,19,13,15,NORMAL
2019-3-22,Brigadeiro,-23.5683,-46.6482,48496,27,53,47,25,36,19,13,18,NORMAL
2018-7-17,Trianon-Masp,-23.5634,-46.6544,43556,78,16,9,40,35,28,10,13,REABASTECER
2019-4-7,Brigadeiro,-23.5683,-46.6482,46012,57,38,14,19,13,12,6,43,REABASTECER
2018-8-14,Trianon-Masp,-23.5634,-46.6544,43132,78,28,65,26,15,25,31,35,NORMAL
2019-4-25,Brigadeiro,-23.5683,-46.6482,47248,48,47,14,43,22,43,20,7,NORMAL
2018-9-1,Trianon-Masp,-23.5634,-46.6544,44733,86,53,14,20,35,28,43,8,NORMAL
2019-11-24,Brigadeiro,-23.5683,-46.6482,49876,12,9,48,28,8,36,13,12,NORMAL
2018-9-5,Trianon-Masp,-23.5634,-46.6544,44401,43,34,47,5,22,16,30,33,NORMAL
2019-5-10,Brigadeiro,-23.5683,-46.6482,47013,78,33,38,27,43,29,37,39,NORMAL
2019-11-27,Brigadeiro,-23.5683,-46.6482,48982,66,50,24,15,38,32,43,43,NORMAL
2019-11-30,Brigadeiro,-23.5683,-46.6482,47723,32,32,9,43,28,32,29,33,NORMAL
2019-12-18,Brigadeiro,-23.5683,-46.6482,48858,37,65,23,6,43,28,43,6,REABASTECER
2019-6-17,Brigadeiro,-23.5683,-46.6482,48723,76,51,43,39,8,39,27,9,NORMAL
2018-1-6,Trianon-Masp,-23.5634,-46.6544,45392,41,32,24,26,24,36,21,21,NORMAL
2018-1-8,Trianon-Masp,-23.5634,-46.6544,42246,17,17,8,21,14,26,11,13,REABASTECER
2018-1-24,Trianon-Masp,-23.5634,-46.6544,43563,34,45,38,8,39,16,22,37,NORMAL
2019-7-11,Brigadeiro,-23.5683,-46.6482,49826,8,58,59,6,11,11,18,38,REABASTECER
2018-11-12,Trianon-Masp,-23.5634,-46.6544,44695,56,30,7,17,39,12,34,43,REABASTECER
2018-2-4,Trianon-Masp,-23.5634,-46.6544,44713,25,58,38,23,6,33,24,37,REABASTECER
2018-11-24,Trianon-Masp,-23.5634,-46.6544,43155,38,30,51,28,34,22,33,34,NORMAL
2019-7-27,Brigadeiro,-23.5683,-46.6482,48087,35,26,12,36,33,16,32,21,NORMAL
2018-2-15,Trianon-Masp,-23.5634,-46.6544,43520,2,52,22,41,43,27,24,33,REABASTECER
2019-8-5,Brigadeiro,-23.5683,-46.6482,46348,35,49,26,12,39,31,5,32,NORMAL
2018-12-4,Trianon-Masp,-23.5634,-46.6544,44374,22,33,38,37,38,36,41,38,NORMAL
2019-8-11,Brigadeiro,-23.5683,-46.6482,46939,66,6,51,40,11,7,20,13,REABASTECER
2018-2-30,Trianon-Masp,-23.5634,-46.6544,43170,35,22,45,38,28,32,18,21,NORMAL
2018-3-1,Trianon-Masp,-23.5634,-46.6544,42122,27,18,41,35,26,29,13,19,NORMAL
2018-12-14,Trianon-Masp,-23.5634,-46.6544,43757,15,39,30,12,39,2,43,37,NORMAL
2018-3-4,Trianon-Masp,-23.5634,-46.6544,42541,86,65,20,31,13,21,43,5,NORMAL
2019-8-19,Brigadeiro,-23.5683,-46.6482,47268,67,30,65,23,20,27,39,19,NORMAL
2019-4-15,Trianon-Masp,-23.5634,-46.6544,42382,31,33,10,2,21,15,8,32,REABASTECER
2019-4-19,Trianon-Masp,-23.5634,-46.6544,45102,79,65,46,30,2,6,32,14,REABASTECER
2018-10-12,Trianon-Masp,-23.5634,-46.6544,42645,11,5,58,15,40,20,15,4,REABASTECER
2018-2-21,Consolação,-23.5581,-46.6606,115152,22,12,42,28,16,18,43,28,NORMAL
2018-10-14,Trianon-Masp,-23.5634,-46.6544,45778,79,58,47,11,34,10,7,41,NORMAL
2018-2-30,Consolação,-23.5581,-46.6606,112034,24,24,42,5,23,32,43,37,REABASTECER
2019-6-1,Trianon-Masp,-23.5634,-46.6544,42543,31,15,55,27,13,42,37,5,REABASTECER
2018-3-21,Consolação,-23.5581,-46.6606,113148,74,28,44,21,28,10,43,5,NORMAL
2018-3-23,Consolação,-23.5581,-46.6606,112827,51,10,36,15,20,4,36,38,NORMAL
2019-6-13,Trianon-Masp,-23.5634,-46.6544,42593,86,65,38,34,7,9,38,43,NORMAL
2018-11-23,Trianon-Masp,-23.5634,-46.6544,42694,46,32,61,32,39,23,39,37,NORMAL
2019-6-23,Trianon-Masp,-23.5634,-46.6544,42756,77,65,37,39,43,9,38,7,NORMAL
2019-6-30,Trianon-Masp,-23.5634,-46.6544,42367,4,25,51,21,15,19,10,21,NORMAL
2018-12-9,Trianon-Masp,-23.5634,-46.6544,42140,60,0,6,24,19,21,20,19,NORMAL
2018-12-11,Trianon-Masp,-23.5634,-46.6544,44463,43,60,57,20,8,13,11,7,NORMAL
2018-12-19,Trianon-Masp,-23.5634,-46.6544,43416,47,12,65,40,14,31,26,19,NORMAL
2018-5-3,Consolação,-23.5581,-46.6606,114982,86,4,16,19,18,14,13,4,NORMAL
2018-12-24,Trianon-Masp,-23.5634,-46.6544,44063,86,42,33,21,37,21,8,40,NORMAL
2019-7-22,Trianon-Masp,-23.5634,-46.6544,45561,52,4,37,43,14,37,10,15,REABASTECER
2018-12-27,Trianon-Masp,-23.5634,-46.6544,42407,57,18,13,13,22,15,40,30,NORMAL
2019-1-8,Trianon-Masp,-23.5634,-46.6544,44639,34,29,3,22,21,19,41,33,REABASTECER
2019-8-6,Trianon-Masp,-23.5634,-46.6544,43333,86,57,65,6,43,43,33,43,REABASTECER
2018-6-6,Consolação,-23.5581,-46.6606,113319,18,6,31,8,33,7,9,43,REABASTECER
2019-2-3,Trianon-Masp,-23.5634,-46.6544,43431,52,3,33,38,10,42,29,26,REABASTECER
2018-6-17,Consolação,-23.5581,-46.6606,114977,74,2,22,20,30,21,11,8,NORMAL
2019-9-5,Trianon-Masp,-23.5634,-46.6544,43631,56,23,65,34,6,43,3,4,REABASTECER
2019-9-11,Trianon-Masp,-23.5634,-46.6544,44359,86,61,20,17,27,22,17,27,NORMAL
2019-2-24,Trianon-Masp,-23.5634,-46.6544,45199,3,23,13,10,16,43,31,29,NORMAL
2018-7-13,Consolação,-23.5581,-46.6606,114892,78,18,19,27,7,13,34,33,NORMAL
2018-7-14,Consolação,-23.5581,-46.6606,111880,70,11,12,27,3,7,30,31,NORMAL
2019-10-7,Trianon-Masp,-23.5634,-46.6544,42726,86,33,31,16,6,30,43,38,NORMAL
2018-7-21,Consolação,-23.5581,-46.6606,111819,86,40,34,16,22,30,2,3,NORMAL
2019-3-12,Trianon-Masp,-23.5634,-46.6544,42131,9,31,18,37,28,27,13,39,REABASTECER
2018-7-30,Consolação,-23.5581,-46.6606,113238,86,60,39,36,36,14,14,9,NORMAL
2019-3-18,Trianon-Masp,-23.5634,-46.6544,42789,36,59,50,19,43,17,30,18,NORMAL
2018-8-5,Consolação,-23.5581,-46.6606,112806,39,24,11,21,19,43,33,32,NORMAL
2019-3-29,Trianon-Masp,-23.5634,-46.6544,45874,0,59,41,19,37,26,30,11,NORMAL
2019-4-1,Trianon-Masp,-23.5634,-46.6544,45177,79,47,28,10,31,21,22,43,NORMAL
2018-8-15,Consolação,-23.5581,-46.6606,114794,36,24,9,31,22,7,29,38,REABASTECER
2018-8-16,Consolação,-23.5581,-46.6606,111835,29,15,65,31,19,2,26,32,REABASTECER
2019-4-10,Trianon-Masp,-23.5634,-46.6544,44200,79,63,46,17,43,28,30,7,NORMAL
2019-11-15,Trianon-Masp,-23.5634,-46.6544,44163,79,55,31,7,32,26,19,5,REABASTECER
2019-5-14,Trianon-Masp,-23.5634,-46.6544,45052,13,7,51,38,21,43,21,29,REABASTECER
2019-5-17,Trianon-Masp,-23.5634,-46.6544,44991,79,54,27,28,12,33,11,20,NORMAL
2019-5-24,Trianon-Masp,-23.5634,-46.6544,43017,7,65,45,9,35,18,23,37,NORMAL
2018-10-17,Consolação,-23.5581,-46.6606,113870,33,55,34,12,37,37,11,40,NORMAL
2018-1-4,Consolação,-23.5581,-46.6606,111744,56,44,43,35,33,42,32,33,NORMAL
2018-1-10,Consolação,-23.5581,-46.6606,112368,86,65,65,16,6,22,1,9,NORMAL
2018-10-29,Consolação,-23.5581,-46.6606,113361,73,57,22,22,33,43,43,37,NORMAL
2018-1-22,Consolação,-23.5581,-46.6606,113648,56,53,41,18,43,34,33,1,REABASTECER
2018-1-25,Consolação,-23.5581,-46.6606,112207,28,41,28,15,34,23,17,33,NORMAL
2018-2-17,Consolação,-23.5581,-46.6606,112013,63,34,5,43,30,30,18,37,NORMAL
2018-12-5,Consolação,-23.5581,-46.6606,113273,86,48,61,33,12,24,30,29,NORMAL
2019-7-22,Trianon-Masp,-23.5634,-46.6544,45561,52,4,37,43,14,37,10,15,REABASTECER
2018-12-14,Consolação,-23.5581,-46.6606,114046,79,56,56,43,19,37,38,38,NORMAL
2019-7-30,Trianon-Masp,-23.5634,-46.6544,45167,64,23,46,23,22,20,20,30,NORMAL
2019-8-2,Trianon-Masp,-23.5634,-46.6544,42433,39,16,26,12,17,16,10,21,NORMAL
2018-12-21,Consolação,-23.5581,-46.6606,114484,8,20,1,22,27,7,7,16,REABASTECER
2018-3-7,Consolação,-23.5581,-46.6606,114128,39,49,7,29,40,14,11,13,REABASTECER
2018-12-25,Consolação,-23.5581,-46.6606,112513,54,55,48,11,11,36,38,41,NORMAL
2018-12-28,Consolação,-23.5581,-46.6606,113161,27,34,30,43,40,29,29,27,NORMAL
2019-1-8,Consolação,-23.5581,-46.6606,115132,22,30,29,16,43,43,31,24,NORMAL
2019-1-17,Consolação,-23.5581,-46.6606,112925,28,35,38,30,3,5,32,29,REABASTECER
2018-4-4,Consolação,-23.5581,-46.6606,114607,18,7,16,13,13,17,34,34,REABASTECER
2018-4-5,Consolação,-23.5581,-46.6606,112069,10,65,12,11,9,15,28,32,REABASTECER
2018-4-7,Consolação,-23.5581,-46.6606,114697,78,52,65,7,43,11,20,24,NORMAL
2019-9-14,Trianon-Masp,-23.5634,-46.6544,42445,53,43,65,10,14,15,43,11,NORMAL
2018-4-17,Consolação,-23.5581,-46.6606,113766,71,48,65,13,43,10,30,26,NORMAL
2019-2-4,Consolação,-23.5581,-46.6606,113164,43,60,46,20,21,33,43,43,NORMAL
2018-4-26,Consolação,-23.5581,-46.6606,114454,64,53,58,41,5,20,40,37,NORMAL
2019-10-2,Trianon-Masp,-23.5634,-46.6544,45344,53,65,65,32,24,4,21,14,REABASTECER
2018-5-11,Consolação,-23.5581,-46.6606,111854,11,23,20,32,32,27,20,17,REABASTECER
2018-5-19,Consolação,-23.5581,-46.6606,113867,11,50,27,10,6,11,32,27,REABASTECER
2019-10-27,Trianon-Masp,-23.5634,-46.6544,44367,73,29,28,33,19,15,43,39,NORMAL
2019-11-16,Trianon-Masp,-23.5634,-46.6544,44531,69,46,26,7,30,26,16,43,NORMAL
2018-6-21,Consolação,-23.5581,-46.6606,113194,34,45,56,10,13,4,39,33,REABASTECER
2019-11-18,Trianon-Masp,-23.5634,-46.6544,43401,55,30,12,43,19,21,6,35,NORMAL
2019-11-20,Trianon-Masp,-23.5634,-46.6544,44570,39,17,65,35,11,17,38,26,NORMAL
2018-6-25,Consolação,-23.5581,-46.6606,114293,77,10,25,36,41,35,23,19,NORMAL
2019-4-13,Consolação,-23.5581,-46.6606,115253,65,10,28,18,25,28,8,29,NORMAL
2018-7-1,Consolação,-23.5581,-46.6606,114474,19,37,49,17,16,15,38,34,NORMAL
2019-12-4,Trianon-Masp,-23.5634,-46.6544,45280,73,55,41,29,36,25,22,16,NORMAL
2019-4-27,Consolação,-23.5581,-46.6606,114526,18,57,55,19,9,22,41,16,NORMAL
2018-7-29,Consolação,-23.5581,-46.6606,115323,6,62,44,36,39,14,17,11,NORMAL
2018-7-30,Consolação,-23.5581,-46.6606,113238,86,60,39,36,36,14,14,9,NORMAL
2019-5-21,Consolação,-23.5581,-46.6606,115272,37,51,60,35,37,37,24,11,NORMAL
2018-8-8,Consolação,-23.5581,-46.6606,115121,6,6,59,15,5,29,19,25,REABASTECER
2018-1-17,Consolação,-23.5581,-46.6606,113984,14,19,5,32,17,40,13,23,NORMAL
2018-8-25,Consolação,-23.5581,-46.6606,113489,22,17,6,10,25,15,43,37,NORMAL
2019-6-11,Consolação,-23.5581,-46.6606,114540,7,57,58,24,39,10,25,12,REABASTECER
2018-1-23,Consolação,-23.5581,-46.6606,114188,48,51,36,17,38,28,27,43,NORMAL
2018-8-30,Consolação,-23.5581,-46.6606,113429,62,60,36,32,2,2,22,13,NORMAL
2018-1-25,Consolação,-23.5581,-46.6606,112207,28,41,28,15,34,23,17,33,NORMAL
2018-9-12,Consolação,-23.5581,-46.6606,112396,31,56,16,43,43,11,23,8,NORMAL
2018-9-21,Consolação,-23.5581,-46.6606,114324,38,65,9,8,7,29,20,9,NORMAL
2019-7-13,Consolação,-23.5581,-46.6606,115394,27,27,36,43,39,31,15,17,NORMAL
2019-7-15,Consolação,-23.5581,-46.6606,111715,4,15,26,43,28,26,3,5,REABASTECER
2018-2-26,Consolação,-23.5581,-46.6606,112940,62,48,8,16,39,43,16,6,REABASTECER
2018-10-12,Consolação,-23.5581,-46.6606,112469,86,20,65,24,8,11,30,19,NORMAL
2018-3-6,Consolação,-23.5581,-46.6606,115124,47,57,11,30,43,15,16,16,NORMAL
2018-10-23,Consolação,-23.5581,-46.6606,114249,56,20,61,40,14,21,29,20,NORMAL
2018-11-5,Consolação,-23.5581,-46.6606,114897,18,31,55,9,8,27,21,17,NORMAL
2018-4-4,Consolação,-23.5581,-46.6606,114607,18,7,16,13,13,17,34,34,REABASTECER
2019-8-29,Consolação,-23.5581,-46.6606,111833,15,63,60,13,14,37,31,40,NORMAL
2019-9-5,Consolação,-23.5581,-46.6606,112075,43,20,12,43,27,25,9,18,NORMAL
2018-4-22,Consolação,-23.5581,-46.6606,111808,20,14,27,42,25,34,10,7,NORMAL
2019-10-5,Consolação,-23.5581,-46.6606,112564,10,34,65,9,34,25,12,20,REABASTECER
2018-12-25,Consolação,-23.5581,-46.6606,112513,54,55,48,11,11,36,38,41,NORMAL
2019-1-9,Consolação,-23.5581,-46.6606,111663,15,25,25,15,37,38,25,20,NORMAL
2019-1-15,Consolação,-23.5581,-46.6606,113749,46,54,55,36,13,13,43,38,NORMAL
2019-1-17,Consolação,-23.5581,-46.6606,112925,28,35,38,30,3,5,32,29,REABASTECER
2019-11-6,Consolação,-23.5581,-46.6606,115450,30,40,48,31,38,41,12,8,NORMAL
2019-11-14,Consolação,-23.5581,-46.6606,114226,32,51,59,6,5,13,24,20,REABASTECER
2019-2-1,Consolação,-23.5581,-46.6606,112556,67,11,8,26,33,39,18,12,NORMAL
2018-6-24,Consolação,-23.5581,-46.6606,113734,86,18,34,39,43,39,26,22,NORMAL
2019-11-21,Consolação,-23.5581,-46.6606,113630,60,15,16,26,18,33,43,31,NORMAL
2018-7-12,Consolação,-23.5581,-46.6606,112354,86,28,28,27,9,18,40,39,NORMAL
2019-2-28,Consolação,-23.5581,-46.6606,115246,73,33,65,29,20,37,29,38,NORMAL
2019-12-17,Consolação,-23.5581,-46.6606,113900,72,47,39,9,11,34,27,26,NORMAL
2018-8-1,Consolação,-23.5581,-46.6606,115216,79,53,35,32,32,14,8,5,REABASTECER
2019-12-26,Consolação,-23.5581,-46.6606,113083,60,58,42,22,19,13,36,28,NORMAL
2018-8-10,Consolação,-23.5581,-46.6606,114452,79,62,48,9,41,26,10,16,NORMAL
2019-3-23,Consolação,-23.5581,-46.6606,113605,86,6,39,38,20,43,6,24,REABASTECER
2019-3-25,Consolação,-23.5581,-46.6606,112151,65,57,30,33,10,43,41,19,NORMAL
2019-3-29,Consolação,-23.5581,-46.6606,111987,23,36,65,16,38,34,30,43,NORMAL
2018-8-20,Consolação,-23.5581,-46.6606,114693,76,47,40,24,6,30,15,11,NORMAL
2018-8-21,Consolação,-23.5581,-46.6606,115282,67,39,36,18,43,26,13,9,NORMAL
2018-8-27,Consolação,-23.5581,-46.6606,113377,86,11,60,43,15,10,36,28,NORMAL
2018-1-30,Tamanduateí,-23.59290,-46.5897,50731,77,10,7,13,16,36,41,14,REABASTECER
2019-4-18,Consolação,-23.5581,-46.6606,112363,20,45,59,6,5,9,29,13,REABASTECER
2018-2-3,Tamanduateí,-23.59290,-46.5897,50789,48,61,56,3,43,20,27,2,NORMAL
2018-2-7,Tamanduateí,-23.59290,-46.5897,51066,11,43,30,29,27,5,11,30,REABASTECER
2018-2-13,Tamanduateí,-23.59290,-46.5897,51845,35,11,49,9,6,27,28,4,REABASTECER
2019-5-1,Consolação,-23.5581,-46.6606,112948,63,31,21,6,41,13,26,39,REABASTECER
2018-9-21,Consolação,-23.5581,-46.6606,114324,38,65,9,8,7,29,20,9,NORMAL
2018-9-22,Consolação,-23.5581,-46.6606,114839,26,62,65,8,2,27,17,5,REABASTECER
2018-2-22,Tamanduateí,-23.59290,-46.5897,52197,41,23,41,29,12,8,33,10,NORMAL
2018-9-29,Consolação,-23.5581,-46.6606,113191,44,31,21,27,19,6,33,24,REABASTECER
2018-3-1,Tamanduateí,-23.59290,-46.5897,51601,36,35,46,41,19,23,32,17,NORMAL
2018-3-23,Tamanduateí,-23.59290,-46.5897,50573,86,32,30,43,11,20,33,15,NORMAL
2018-4-6,Tamanduateí,-23.59290,-46.5897,52634,57,19,65,38,5,18,32,4,REABASTECER
2019-11-10,Consolação,-23.5581,-46.6606,112416,75,10,20,14,24,22,38,37,NORMAL
2019-4-4,Consolação,-23.5581,-46.6606,115467,65,14,24,43,20,12,10,22,NORMAL
2019-4-13,Consolação,-23.5581,-46.6606,115253,65,10,28,18,25,28,8,29,NORMAL
2018-9-14,Tamanduateí,-23.59290,-46.5897,50352,47,30,5,21,34,42,4,28,REABASTECER
2018-9-19,Tamanduateí,-23.59290,-46.5897,52482,86,65,35,6,11,23,25,7,REABASTECER
2019-4-28,Consolação,-23.5581,-46.6606,113350,10,54,51,19,7,21,36,10,REABASTECER
2018-9-30,Tamanduateí,-23.59290,-46.5897,50933,60,65,24,5,10,26,22,43,REABASTECER
2019-5-2,Consolação,-23.5581,-46.6606,112349,56,28,12,43,37,13,22,37,NORMAL
2019-12-17,Consolação,-23.5581,-46.6606,113900,72,47,39,9,11,34,27,26,NORMAL
2019-5-3,Consolação,-23.5581,-46.6606,112216,44,25,4,42,33,7,17,34,REABASTECER
2018-10-7,Tamanduateí,-23.59290,-46.5897,53360,76,29,41,29,30,41,36,21,NORMAL
2019-5-10,Consolação,-23.5581,-46.6606,113296,54,63,17,24,43,25,32,5,REABASTECER
2018-1-3,Tamanduateí,-23.59290,-46.5897,51551,65,51,50,35,35,38,35,34,NORMAL
2018-1-9,Tamanduateí,-23.59290,-46.5897,49888,1,16,12,21,12,17,6,14,REABASTECER
2018-10-26,Tamanduateí,-23.59290,-46.5897,52054,63,51,46,27,38,26,43,38,NORMAL
2018-10-28,Tamanduateí,-23.59290,-46.5897,49568,42,36,28,20,29,20,32,28,NORMAL
2018-11-7,Tamanduateí,-23.59290,-46.5897,52751,41,53,24,27,37,40,43,36,NORMAL
2018-1-23,Tamanduateí,-23.59290,-46.5897,50627,50,53,61,31,43,8,23,43,NORMAL
2018-11-17,Tamanduateí,-23.59290,-46.5897,53065,41,65,22,39,39,15,5,38,REABASTECER
2019-6-16,Consolação,-23.5581,-46.6606,113621,41,27,22,7,22,34,8,33,NORMAL
2019-6-18,Consolação,-23.5581,-46.6606,114112,20,22,7,43,10,26,43,26,NORMAL
2018-11-20,Tamanduateí,-23.59290,-46.5897,50545,7,47,65,31,31,43,33,28,NORMAL
2018-11-22,Tamanduateí,-23.59290,-46.5897,52238,73,38,47,24,23,40,28,20,NORMAL
2018-2-25,Tamanduateí,-23.59290,-46.5897,49817,9,12,21,15,43,40,20,43,REABASTECER
2018-2-28,Tamanduateí,-23.59290,-46.5897,51515,64,56,65,5,30,33,5,30,NORMAL
2019-7-16,Consolação,-23.5581,-46.6606,113518,86,6,22,38,23,26,43,43,REABASTECER
2018-12-24,Tamanduateí,-23.59290,-46.5897,49559,28,56,9,15,12,9,24,20,REABASTECER
2019-7-25,Consolação,-23.5581,-46.6606,114202,74,20,30,43,28,43,6,6,NORMAL
2018-3-14,Tamanduateí,-23.59290,-46.5897,53046,86,30,25,37,2,30,25,5,REABASTECER
2018-3-15,Tamanduateí,-23.59290,-46.5897,52544,74,21,18,31,43,30,23,43,NORMAL
2019-1-3,Tamanduateí,-23.59290,-46.5897,52764,15,18,65,24,28,18,32,28,NORMAL
2019-1-7,Tamanduateí,-23.59290,-46.5897,52300,70,65,33,12,13,5,11,17,REABASTECER
2019-1-10,Tamanduateí,-23.59290,-46.5897,53421,38,49,14,43,2,32,43,7,REABASTECER
2019-1-16,Tamanduateí,-23.59290,-46.5897,52082,68,14,39,21,25,8,23,28,NORMAL
2018-4-2,Tamanduateí,-23.59290,-46.5897,50599,4,44,33,4,23,35,43,22,REABASTECER
2018-4-21,Tamanduateí,-23.59290,-46.5897,52139,86,2,32,31,32,37,11,29,NORMAL
2019-9-13,Consolação,-23.5581,-46.6606,111640,53,37,32,25,40,5,14,27,REABASTECER
2019-2-17,Tamanduateí,-23.59290,-46.5897,52419,11,1,34,12,33,30,29,29,REABASTECER
